indice,Fecha,Nombre,Ubicacion,Seguidores,Retweets,Favorito,Hashtags,Tweet,clasificacion
198,2021-01-25 17:43:42+00:00,Eduardo Pacaya,,132,0,0,['ManoDura'],@Vero_Mendoza_F #ManoDura el Perú entero necesita eso.,1
199,2021-01-25 17:43:30+00:00,Armando,Lima,0,0,0,[],"@Vero_Mendoza_F Antes le tenia miedo a mi mama, pero ella supero todos los limites",1
200,2021-01-25 17:21:07+00:00,Vakulik_Propagare,"Tacna, Perú",29,0,0,[],"@renzoasj @abelgilvonio @Vero_Mendoza_F @CONFIEP Si el empresariado ""no hace caso"" se le impone la ley como a cualquier ciudadano de a pie... los contratos ley, los monopolios, impuestos a la sobre ganancias y demás artimañas... o acaso no quieres que la gente de nuestro país sea atendida en educación, salud? Somos cachineros?",1
201,2021-01-25 17:15:36+00:00,Vakulik_Propagare,"Tacna, Perú",29,0,0,[],"@felmanu @abelgilvonio @Vero_Mendoza_F @CONFIEP No sigamos con la ingenuidad de pensar que el ESTADO no está supeditado a lo que manda la @CONFIEP @mleondecespedes... deja la venda, aquí todo lo rematan y godo lo explotan gracias a la santa puta constitución del chino rata",1
202,2021-01-25 17:11:37+00:00,Vakulik_Propagare,"Tacna, Perú",29,0,0,[],"@JhunTL @abelgilvonio @Vero_Mendoza_F @CONFIEP No podemos dejar que la @CONFIEP odebrechista y saqueadora continúe su circo desde que entro el chino rata a rematar todo, oye cholo barato!",1
203,2021-01-25 17:06:29+00:00,Sasha Medrano,San Isidro,2,0,0,[],@TobiasM51973021 @Vero_Mendoza_F Eso si votas por Keiko pro ejemplo,1
204,2021-01-25 17:05:18+00:00,Sasha Medrano,San Isidro,2,0,0,[],@victorhaya1 @Popy20206 @Vero_Mendoza_F Recuperación de la soberaía por nuestros recursos naturales,1
205,2021-01-25 17:03:19+00:00,Efrain Flores,Lima- Perú,991,0,0,[],"@abelgilvonio @Vero_Mendoza_F para velar por el bienestar de los trabajadores, más aun con la clase media engreída y anómica que tenemos , así que solo queda apoyar",1
206,2021-01-25 17:03:19+00:00,Sasha Medrano,San Isidro,2,0,0,[],@RigacciDario @PabloEnriqueR2 @Vero_Mendoza_F para presidenta,1
207,2021-01-25 17:02:31+00:00,Efrain Flores,Lima- Perú,991,0,0,[],"@abelgilvonio @Vero_Mendoza_F Hay que apoyarla hasta donde podamos, porque si gana las elecciones , desde Confiep hasta los de la derrama magisterial no la dejarán gobernar, los primeros  por motivos ideológico y los segundos porque hay sindicatos sin norte que solo sirven para perpetuar sus privilegios y no",1
208,2021-01-25 17:00:58+00:00,Sasha Medrano,San Isidro,2,0,0,[],@Maximil82976714 @Vero_Mendoza_F muy bien,1
209,2021-01-25 17:00:48+00:00,Sasha Medrano,San Isidro,2,0,0,[],@EVitancio @Vero_Mendoza_F excelente,1
210,2021-01-25 17:00:02+00:00,JUAN ORION,Washington DC - Lima Peru,165,0,1,[],"@RPPNoticias Como quiere @Vero_Mendoza_F que confíen en ella cuando alaba al chavismo venezolano y al castrismo cubano? Los alaba porque son sus referentes! Con esas locas ideas llevaría al desastre al país,eso es lo que teme el pueblo. Aquí nada tiene que ver ""el terruqueo""!",-1
211,2021-01-25 16:59:20+00:00,Legionario CLAUDIO CÁRDENAS,"Arequipa, Peru",67,0,0,[],@Vero_Mendoza_F @Cuarto_Poder Viva la madre patria jajajajaja resentida.,-1
212,2021-01-25 16:58:44+00:00,Legionario CLAUDIO CÁRDENAS,"Arequipa, Peru",67,0,0,[],"@Vero_Mendoza_F No te terruqueamos solo te décimos la verdad. Vas a joder la economía, uds son ineptos, nunca siquiera administraron una tienda, uds no crean riqueza, la roban de los que son productivos y para terminar:. "" No existe un país Socialista en el mundo exitoso"" todos son pobres.",-1
213,2021-01-25 16:58:32+00:00,Mendoza Del Solar,,881,0,1,['queremosvacunasya'],"@Vero_Mendoza_F no se enteró que el flete de las primeras vacunas las pagó el sector privado. Si no intervienen seguirán muriendo más peruanos, el gobierno de @MartinVizcarraC  @victorzamora y Mazetti no hicieron nada, hoy @FSagasti no hará nada diferente. #queremosvacunasya https://t.co/PL3hcRKYOM",-1
214,2021-01-25 16:57:51+00:00,Mauricio,"Santiago de Surco, Peru",1358,0,1,[],"@canalN_ Sinceramente, Dios nos libre de una mujer como @Vero_Mendoza_F 
Un peligro para el país!",-1
215,2021-01-25 16:55:47+00:00,Adrián Aiquipa,Lima - Perú,251,0,0,[],"@EfranMendoza14 @Vero_Mendoza_F Usted está diciendo que la izquierda es inútil en el poder, pero no dice nada de la derecha como si hubiera hecho todo bien. Es más, si no se le ha dado a la izquierda oportunidad, ¿Como saberlo?",1
216,2021-01-25 16:54:00+00:00,Isaias,,0,0,0,[],"@DelaPuenteJuan @Vero_Mendoza_F @Cuarto_Poder Es la más preparada, pero no se si eso le alcance. El peruano está demasiado ahuevonado y dogmatizado.",1
217,2021-01-25 16:52:09+00:00,San Mos,"Lima, PERU",1015,0,0,[],@IndiraHuilca @pocovicio Tan caradura como @Vero_Mendoza_F,-1
218,2021-01-25 16:50:59+00:00,Efraín Mendoza,,10,0,0,[],"@AdrianMarthin @Vero_Mendoza_F Muéstrame un gobierno de izquierda exitoso.
No hay, cierto?
Ustedes son incapaces de todo, para lo único que son útiles, es para anularse entre ustedes mismos.",-1
219,2021-01-25 16:50:30+00:00,Jorge Rodríguez Rios,,1591,1,1,[],"@Alvaroandresgi2 @JuntosporPeru @Vero_Mendoza_F Gracias! El compromiso, firmemente, es por transformar nuestro país en un lugar con mayor justica social y democracia.",1
220,2021-01-25 16:50:21+00:00,PERÚ,Peru,1091,0,0,[],"@Vero_Mendoza_F MISS TERRUCA ❓
🐀🔴🔥🔥🚬💵",-1
221,2021-01-25 16:48:00+00:00,ricardo a rodriguez,"Lima, Peru",1586,2,6,[],"@canalN_ No puede haber nadie mas autoritario, genocida, opresor y corrupto que un comunista, pregúntenle a los cubanos o venezolanos que viven en el Perú, aunque según los hipócritas candidatos de @Vero_Mendoza_F en Venezuela no hay dictadura, entonces porqué huyen?",-1
222,2021-01-25 16:47:58+00:00,Giancarlo Tejeda,,116,0,1,[],"@johacabanas En el 2006 me convencí de que todas las ""encuestas"" benefician al quien pone el billete. No pueden mentir tanto y por eso ponen en tercer o cuarto lugar a quien realmente el pueblo apoya, para parecer veraces. Este año ganará @Vero_Mendoza_F, según calculo, recuerden esto bien 😎",1
223,2021-01-25 16:44:20+00:00,Eduardo Zambrano,"New Jersey, USA",10,0,0,[],@Vero_Mendoza_F Hay mucho miedo al cambio. Que me diga alguien sobre algún candidato que realmente quiera hacer patria. Solo escucho lo mismo pero hay que hacer un gran cambio ya antes de que nos vallamos todos por el caño.,1
224,2021-01-25 16:41:48+00:00,Renzo Sivina,,226,0,0,[],"@Vero_Mendoza_F es la mejor opción en estas elecciones de lejos. Es todo lo que la derecha no quiere, lo que les da tirria y desazón. Porque el Perú somos todos, no unos cuantos y por ello debemos unirnos en contra dl malhechor; Costa, Sierra y Selva, uníos.",1
225,2021-01-25 16:41:31+00:00,mmc,Peru,106,0,0,[],"@Vero_Mendoza_F Cierto, mala estrategia terruquearlos, ustedes son peor que eso. Por lo menos al terrorismo se le podia combatir, para el coronavirus hay vacuna, pero para el socialismo fracasado q tu y TODA la gente q llevas representan, no hay cura. Son un cancer",-1
226,2021-01-25 16:41:20+00:00,michifuz drogado,"Lima, Peru",38,0,0,[],"@Vero_Mendoza_F No, terruca no eres, eres PROTERRUCA",-1
227,2021-01-25 16:40:46+00:00,Bucky el soldado del invierno,"Lima, Peru",306,0,0,[],@Vero_Mendoza_F Es cierto no eres terruca solo eres CHAVISTA,-1
228,2021-01-25 16:39:12+00:00,Danny🐍(Generación del Bicentenario),Donde debo estar,265,0,0,[],"@Vero_Mendoza_F alabando el terrorismo, luego dice ""no me terruquen"" https://t.co/jHqlJSa2jL",-1
229,2021-01-25 16:37:34+00:00,Hernan Benigno Salas,,116,0,1,[],"@dulong23 @max_marcos_ @VeryNiceTrue @Vero_Mendoza_F Osea hay que seder al chantaje, dejame explotar a los trabajadores, no me cobres impuestos, dejame contaminar el ambiente, porque si quieres que no lo haga me voy y te hago quebrar, a ese tipo de gente quieres que les encarguemos derechos como la educación o la salud???",-1
230,2021-01-25 16:37:33+00:00,666D3v666,Peru,110,0,0,[],@Vero_Mendoza_F Todos tu aliados se fueron cuando se dieron cuenta que quieres volver a Perú como Venezuela,-1
231,2021-01-25 16:36:51+00:00,claudiohumberto3958@gmail.com,,11,0,0,[],"@Vero_Mendoza_F No quiero ver otra vez al Perú  irse a la MIER...x culpa d estos comunistas q ahora se disfrazan d buena gente y prometen no utilizar la maquinita y respetar autonomía BCR.Aprendimos la lección,el país debe retomar agenda d crecimiento para nuevamente ser la estrella d Sudamérica",-1
232,2021-01-25 16:33:08+00:00,David Cortez G,,304,0,0,[],"@juanjose666tm @fcabanillas @LuciaAlvites @Vero_Mendoza_F @JuntosporPeru Muchos que no saben nada de socialismo, hablan de socialismo, para insultar.",1
233,2021-01-25 16:32:45+00:00,Adrián Aiquipa,Lima - Perú,251,0,0,[],"@EfranMendoza14 @Vero_Mendoza_F Como ? Puede escribir mejor porq no se le entiende?Fujimori, Toledo, García, PPK, incluso Ollanta se alejó de la izquierda.  La izquierda solo ha tenido gobiernos municipales, señor. Sagasti es lo más alejado a la izquierda. Ni siquiera hay ministros izquierdistas. No se invente",-1
234,2021-01-25 16:32:13+00:00,Hasta quemar el último cartucho.,"Lima, perú",33,0,2,[],"@David_Murillo12 @jorgesomontes61 @Vero_Mendoza_F El mensaje implícito es también , tu ciudadano no tienes derecho a gastar tu dinero, nosotros el Estado te lo diremos. Y de paso te metemos las manos al bolsillo. Jamás votar por zurdos empobrecedores",-1
235,2021-01-25 16:31:15+00:00,El Conde Montecristo,,530,0,0,[],"@sergiorvil @sigridbazan @Vero_Mendoza_F @Cuarto_Poder No me ofende, me da pena. Ya se sabe que la izquierda es una 💩💩💩, pero no eches más leña al fuego.",-1
236,2021-01-25 16:31:03+00:00,Manuel,Peru,2,0,0,[],"@fuserjorge @LuciaAlvites @Vero_Mendoza_F @JuntosporPeru El Estado nunca hizo ni hará nada bien, por definición. El Estado lo que hace es tomar lo que no es suyo coercitivamente de los privados, vía impuestos, para mantener a los parásitos de la política y burocracia, y como si fuera poco, roba. Más de eso quieren los zurdos. No saben",-1
237,2021-01-25 16:27:28+00:00,Noel Seyer Enmanuel,"Trujillo, Peru",456,0,0,[],"Ja ja ja...q' buena, tío!... Ja ja ja. 
Pero, si se cumple el sueño de @Vero_Mendoza_F de volver al Estado Empresario, sería un buen pretexto para q vuelvan  Fujimori y su asesor estrella a componer d nuevo el desastre q, de seguro ocasionará, el supuesto negado, gobierno d VM!. https://t.co/0lwzaa5lkP",-1
238,2021-01-25 16:26:57+00:00,Manuel,Peru,2,0,0,[],"@fuserjorge @LuciaAlvites @Vero_Mendoza_F @JuntosporPeru Son los hechos los que juzgan a los comunistas socialistas, no yo. Mal hace en aconsejarme un curso de geopolítica si estamos conversando de la burrada que propone esa zurda en economía, quiere que el Estado dirija la economía. Más bien lea Ud. a Friedman, Mises, Hayek. Economía",-1
239,2021-01-25 16:26:56+00:00,manuel balta,"Lima, Peru",132,0,1,[],"@JefersonEstaci2 @Rivar_2021 @GahelaJP13 @Vero_Mendoza_F En salud y educacion los presupuestos estan , no hay que cambiar la constitucion hay que mejorar la gestion y combatir la corrupcion.",-1
240,2021-01-25 16:25:10+00:00,René Zeín,,398,0,1,[],"@RosaTolerante @ruth4071 En caso de una segunda vuelta, obvio que por Keiko. Ninguna “TERRORISTA” como @Vero_Mendoza_F debería siquiera participar en estas elecciones.  Otra ladrona al igual que su jefa la rata @NadineHeredia",-1
241,2021-01-25 16:25:09+00:00,Roberto Castillo Paulino,"Lima, Peru",19,0,0,[],@LuciaAlvites @Vero_Mendoza_F @JuntosporPeru Cero ideas... https://t.co/XpT0TPY7jj,-1
242,2021-01-25 16:24:34+00:00,Roberto Castillo Paulino,"Lima, Peru",19,0,0,[],@LuciaAlvites @Vero_Mendoza_F @JuntosporPeru Son parasitos...cero ideas,-1
243,2021-01-25 16:22:27+00:00,A GIRON D,,378,0,2,[],@jorgerod_JP9 @JuntosporPeru @Vero_Mendoza_F TE EH VISTO SIEMPRE EN LAS MARCHAS!! DE LLEGAR ESPERO Y TRABAJES POR  EL PERU.,1
244,2021-01-25 16:21:47+00:00,Raul qr,,53,0,0,[],"@eudmed @Vero_Mendoza_F Votemos por Guzmán o Forsyth. . .porque  de pasar a 2da vuelta Verónica y Keiko mucha gente votará por Verónica

Yo me incluyo 

Keiko con 72 congresistas hundió al pais

Con el Perú en sus manos, será una chacra expoliada 

@RPPNoticias @larepublica_pe @RecuerdosPeru @SalitaSin",1
245,2021-01-25 16:21:30+00:00,Jorge Rodríguez Rios,,1591,0,0,[],"@RoberthoSanchez @vozsocialistape @gabojams @AyllonGuastavo Vamos, juntos, a luchar para ser gobierno este 11 de abril con @Vero_Mendoza_F y @JuntosporPeru",1
246,2021-01-25 16:20:13+00:00,Juan Carlos Miranda,,99,0,0,[],"@Vero_Mendoza_F Fuera comunistas del Perú!
Terruca de mierda!",-1
247,2021-01-25 16:17:44+00:00,CM1964D,,95,0,2,[],@Vero_Mendoza_F Pero si tú misma vives estancada en el pasado!,-1
248,2021-01-25 16:15:46+00:00,Jhonatan Ruiz(ジョナタン),"Trujillo, Peru",67,0,0,[],"@noticias_tvperu Y pues ahí tenemos el ""milagroso"" remedio recomendado por ""maduro"" no tiene ningún aval pero espero q en nada @Vero_Mendoza_F lo este recomendando también https://t.co/thMSm0Boq4",-1
249,2021-01-25 16:14:11+00:00,Blood,,5,0,0,[],"@Eduardo60551719 @alvarosarco @LuciaAlvites @Vero_Mendoza_F @JuntosporPeru los paises socialistas son los mas corruptos, los mas injustos y con peor economía",-1
250,2021-01-25 16:11:30+00:00,Cumpa Tronic,"Lima, Perú",42,0,0,[],"@Vero_Mendoza_F Como que el populismo tambien es una estrategia peligrosa, ¿no?",-1
251,2021-01-25 16:11:27+00:00,Lorena Vignali,"Santiago de Surco, Peru",1583,0,2,['facts'],"@Vero_Mendoza_F No seas conchuda oye, nos remitimos a los hechos, Chavista, te gusta Fidel, tus candidatos admiran a Marx y Mao (asesino de millones), tus votantes muchos son del movadef, y peor varios medios abiertamente terroristas apoyan tu candidatura. #facts",-1
252,2021-01-25 16:09:56+00:00,Ninurta Hurtado,Miraflores,9,0,0,[],@anngie0902 @RPPNoticias @Vero_Mendoza_F estas confundida,-1
253,2021-01-25 16:09:52+00:00,buzz lightyear,,22,0,0,[],"@Rollhando @UHG45142963 @VeryNiceTrue @Vero_Mendoza_F Ala mrd deja de desinformar a la gente causa :v ,el no es dueñoo del Bcrp para designar quien entra ala dirección del bcrp ,eso lo designa el congreso :v",-1
254,2021-01-25 16:05:07+00:00,G i r a s o l 🌻🌻🌻,,75,0,2,"['ParejaDelincurncial', 'Keiko', 'VeroNoVa', 'TerrorismoNuncaMas']","@gildatrkovic @Vero_Mendoza_F la verdadera corrupta de las agendas, la que tapó y calló de las fechorías de la #ParejaDelincurncial 
Viene a difamar a #Keiko tachandola de corrupta, que ni la fiscalía a podido probar.
Cara dura 
#VeroNoVa
#TerrorismoNuncaMas 

VIDA  FAMILIA  DIOS  PROJIMO",-1
255,2021-01-25 16:03:56+00:00,silvia,,477,2,11,[],En serio ahora los seguidores de @Vero_Mendoza_F y de @JuntosporPeru se van a poner a insultar en quienes no creemos en su líder?? Qué bajo nivel! Que no sepan discrepar con respeto es su problema. Con esas actitudes matonescas no van a llegar a ningún lado!,-1
256,2021-01-25 16:02:37+00:00,Nicolás Neuenschwander,,36,0,0,[],@jampitox @soyindignado @ABocangel @Vero_Mendoza_F @claudiacisneros @larepublica_pe Así son todos los izquierdistas 😂,-1
257,2021-01-25 16:01:18+00:00,ANT,En mi casa,9,0,1,[],"@nico3Ne @soyindignado @ABocangel @Vero_Mendoza_F @claudiacisneros @larepublica_pe A la.mierda los de izquierda son más tercos 
Velarde se merece lo que tiene 
Controlar la inflación piensas que es fácil estos tienen kk en la cabeza",-1
258,2021-01-25 15:57:37+00:00,Párpados de miel,Perú,216,0,0,"['JP15', 'NuevaConstitución']",Excelente Roberto #JP15 tus propuestas son claras y directas. Urge una #NuevaConstitución un modelo económico inclusivo y no el de una minoría. Con @Vero_Mendoza_F Presidenta los peruanos y peruanas tendremos 1 país para las mayorías. @rodrabanalJP15 al Congreso. Escribe el 15! https://t.co/QtaMhpNFtK,1
259,2021-01-25 15:57:06+00:00,el mirador,,17,0,0,[],"@DianaG72402903 @canalN_ @Vero_Mendoza_F ¿?
hugo blanco asesino de policía, ricardo letts, orate  rojo...
quien es ese malo que la obliga a juntarse  con estos mercaderes del hambre , miseria y muerte, quien?
los TERRUQUEADORES? https://t.co/plWGKwHlXq",-1
260,2021-01-25 15:56:54+00:00,Párpados de miel,Perú,216,0,0,"['JP15', 'NuevaConstitución']",@rodrabanalJP15 @JuntosporPeru @GahelaJP13 @EyzaguirreCath @hernunez @Vero_Mendoza_F @sigridbazan Excelente Roberto #JP15 tus propuestas son claras y directas. Urge 1 #NuevaConstitución un modelo económico inclusivo y no el de una minoría. Con @Vero_Mendoza_F Presidenta los peruanos y peruanas tendremos 1 país para las mayorías. @rodrabanalJP15 al Congreso. Escribe el 15 👍🏼,1
261,2021-01-25 15:55:42+00:00,Efraín Mendoza,,10,0,0,[],"@AdrianMarthin @Vero_Mendoza_F PPK derecha Vizcarra y Sagasti Izquierda, donde esta tu derecha, los zurdos solo saben hacer algo bien, no hacer nada, eso lo hacen muy bien.",-1
262,2021-01-25 15:54:51+00:00,Royalon,"Lima, Peru",187,0,0,[],"@TubinoCarlos @Vero_Mendoza_F Verónica Mendoza da pena. Ninguna propuesta seria. Ningún argumento político o económico rescatable. El mismo discurso efectista de siempre, yendo contra el sistema y hablando igual que Maduro en Venezuela. Hay que ser muy pobre de IQ para tomar en serio sus palabras.",-1
263,2021-01-25 15:54:47+00:00,Nacho Paredes Landauro,,55,0,0,[],"@LULAPEZ @LuciaAlvites @Vero_Mendoza_F @JuntosporPeru Quiere que el estado controle todo, ya hemos tenido malas experiencias con estas medidas mientras no exista una reforma global y general de las instituciones del estado y normas y legislación clara estos propuestas se las lleva el viento y son demagogia cruda y dura!!",-1
264,2021-01-25 15:54:38+00:00,ELEAZAR CHUMACERO,,39,0,0,[],"@Vero_Mendoza_F Señora le están devolviendo la misma moneda que utilizó la izquierda para crear los ANTI TODO, ahora duele que los relacionen con terrorismo y más que todo con el socialismo a ultranza que quiere nueva reforma agraria, y quiere sindicatos que vayan contra el Estado: SU PATRONAL.",-1
265,2021-01-25 15:53:56+00:00,Carlos Tubino,Lima Perú,69984,9,26,[],"Justamente lo que quiere hacer @Vero_Mendoza_F es agrandar el Estado y darle el rol q cumplía en el gobierno de Velasco y q  terminó destruyendo la economía del Perú, llevándonos a la Hiperinflación en el 1er gobierno de Alan García, hizo más pobres a los pobres!
NO AL ESTATISMO! https://t.co/YDcyCO8foA",-1
266,2021-01-25 15:53:29+00:00,Gustavo Vanal,"Lima, Peru",6,0,0,[],"@canalN_ Tampoco queremos que Perú se vuelva Cuba, Venezuela o Nicaragua. No queremos populismo de izquierda que ha fracasado en todos lados. No queremos socialismo del siglo XXI, ni constituciones hechas para perpetuarse en el poder. @Vero_Mendoza_F",-1
267,2021-01-25 15:53:19+00:00,Jeremy Paredes,Quito- Ecuador,121,0,1,[],"@JHLibertad_1 @David_Murillo12 @Vero_Mendoza_F Lo va a hacer, no lo dudes, te escribe esa advertencia un ecuatoriano, cuyo país si cayó con esa gente usando el discurso de Nueva Constitución y refundar el país, por favor, no lo permitan que VM, llegue al poder, si el terrorista, ya que infunde terror con su plan de gobierno.",-1
268,2021-01-25 15:49:01+00:00,pepe,,3,0,0,[],@eudmed @Vero_Mendoza_F La complicidad de sobones están creando un burbuja para que la gente en su ignorancia apoye a los caviares en base al radicalismo tonto.,-1
269,2021-01-25 15:48:46+00:00,Jeremy Paredes,Quito- Ecuador,121,2,8,[],"@Vero_Mendoza_F A los que no saben ella es muy cercana al candidato del profugo Correa en mi país, Andrés Arauz, alias el lelo, ofrece casi lo mismo, bonos, bonos, meterle la mano al banco central, solo le falta ofrecer minería de los celulares. Mucho ojo. Los cambios son buenos, no con ella.",-1
270,2021-01-25 15:45:51+00:00,Jeremy Paredes,Quito- Ecuador,121,0,0,[],"@Vero_Mendoza_F DIría casi loco terruquear a alguien de izquierda, pero uds, se ganan el mérito, sus medidas de gob, infunden miedo, no ve, ahí está no descartar emisión monetaria, solo habla de dar bonos y más bonos, por cierto parecen robots, el candidato de Correa, lelo Arauz dice lo mismo",-1
271,2021-01-25 15:45:35+00:00,lhu9,,5,0,4,['TerrorismoNuncaMas'],"@ElpeordelosDiaz Algunos simpatizantes les gusta la idea de @Vero_Mendoza_F , que piensan la 'nueva constituciòn' es facilito, està perdida... Nosotros no queremos parecernos a Venezuela. #TerrorismoNuncaMas",-1
272,2021-01-25 15:44:08+00:00,Edwin Julbert Herrera Jiménez,,8,0,1,[],"@David_Murillo12 @amariateguibnof @Vero_Mendoza_F Esos rojetes buscan quitarle al que tiene para gastarselo ellos, tranquilo no lo vamos a permitir",-1
273,2021-01-25 15:43:48+00:00,Jonathan YR,,19,0,0,[],@Black_Suede_90 @juanlimog @ClotaAH @sigridbazan @Vero_Mendoza_F Solo de asesinos marxistas,-1
274,2021-01-25 15:43:32+00:00,Alexander (A.P.M.),Lima,320,0,0,['APM131'],"@Vero_Mendoza_F @Cuarto_Poder La independencia de hoy se logra con la verdad ,sin sesgos ni prejuicios ideológicos absurdos. Tu propuesta es una cadena al atraso.  #APM131",-1
275,2021-01-25 15:43:29+00:00,Jonathan YR,,19,0,0,['IzquierdaMiserable'],"@juanlimog @ClotaAH @sigridbazan @Vero_Mendoza_F Hermano peruano? 🤣🤣🤣🤣🤣
Que clase de escoria se armaría para disparar contra otro peruano??? 
#IzquierdaMiserable",-1
276,2021-01-25 15:43:16+00:00,Fernando Ramírez,,17,0,1,[],"@levirey @Vero_Mendoza_F No puede, porque no es su partido. Es un frente amplio que recoge a varios esperpentos de la izquierda. Esos más que seguro se parten al llegar al congreso. Ahí ves lo poco serio que es estructuralmente. Para Vero, cambiar de partido es tan fácil como cambiar de aretes.",-1
277,2021-01-25 15:42:28+00:00,José María Sforza,,6,0,0,[],"@Vero_Mendoza_F Vete a la mierda Verónika, lo que quieres es implantar el experimento que ha fracasado y fracasará, yo no te terruqueo, pero sin lugar a dudas un gobierno tuyo sería desastrozo.",-1
278,2021-01-25 15:42:07+00:00,Jeremy Paredes,Quito- Ecuador,121,0,1,[],"@Vero_Mendoza_F No todo cambio es bueno, al menos si viene de su parte, no, es muy doblemoral, por que repudia a Vzla, y que no va a imitar ese modelo, sumado a que llevan gente nueva, pero en su partido en 1 y 3 al congreso justifican al chavismo.",-1
279,2021-01-25 15:41:28+00:00,Grace Baquerizo,Lima,3335,0,7,[],"Hoy acompañennos en la presentación de candidatos y propuestas para Lima.
En el equipo que lidera @Vero_Mendoza_F, este pechito es la 10💚♥️, y junto a los chamberos del país vamos acabar con el abuso y la indiferencia de las autoridades. https://t.co/00pEgVfV4a",1
280,2021-01-25 15:41:10+00:00,Lu_Colme,"Lima, Peru",936,0,1,[],@Vero_Mendoza_F Ud sola con su mano. Y con ideologías radicales solo pretende destruir al país. Ud es quien divide y no suma.,-1
281,2021-01-25 15:40:50+00:00,JOPODI,,41,0,0,[],@Vero_Mendoza_F Señora Verónica Mendoza que opinión le merece el gobierno de Nicolas Maduro.,-1
282,2021-01-25 15:40:36+00:00,boke,Peru,191,0,0,[],"@Vero_Mendoza_F El terruqueo existe por las palabras de tus candidatos. Si tus postulantes al Congreso defienden antiguas dictaduras comunistas, si comparan el fujimorismo con el senderismo, si rinden homenaje a figuras comunistas del pasado, cómo quieren que les llamen? Son comunistas y terruco",-1
283,2021-01-25 15:39:57+00:00,Angel,"Arequipa, Peru",45,0,0,[],@g_rodriguezg @Vero_Mendoza_F  lo bueno es que ya estas mostrando tu careta,-1
284,2021-01-25 15:38:58+00:00,el victoriano,"Lima, Peru",1575,6,17,[],"Si la solución es imprimir dinero. Sacar a Velarde y poner a uno que maneja una imprenta en Azangaro, si es asi de fácil,

Dime @Vero_Mendoza_F para que quieres cobrar impuestos? Solo emite y listo.",-1
285,2021-01-25 15:38:22+00:00,milton luque,,5,0,0,[],@Vero_Mendoza_F @larepublica_pe Hablas de más impuestos a las mineras formales pero no dices ni pio de la informal que esta depredando nuestra selva que trae narcotrafico ; trata de personas;etc.,-1
286,2021-01-25 15:37:35+00:00,Rivar,,397,0,0,[],"@JefersonEstaci2 @manuelbk @GahelaJP13 @Vero_Mendoza_F Derechos y mas derechos, habla de deberes parasito, lo que tu puedes brindar  a tu pais, a tu gente  atu ppueblo, nadie te debe nada parasito, todo se gana con el sudor de la frente.",-1
287,2021-01-25 15:36:38+00:00,Rivar,,397,0,0,[],"@JefersonEstaci2 @GahelaJP13 @Vero_Mendoza_F Pertenece al pueblo? al pueblo le pertenece algo que sea fruto de su trabajo, hablas de estatismo que la privatizacion es mal. Parasito, el empresario le duele cuando su empresa pierde dinero que es SU DINERO, cuando el estado quiebra es dinero de todos, aprende paria.",-1
288,2021-01-25 15:36:00+00:00,Fernando Zegarra,"Lima, Peru",2466,0,0,[],"@BerthaHernnde18 @David_Murillo12 @Vero_Mendoza_F jajajaja, el peru en su mayoria no permitira que tu candidata IMPROVISADA, y que solo vive politicamente del apellido que tiene, sea presidenta. https://t.co/lAuGej0Vxx",-1
289,2021-01-25 15:35:54+00:00,Emilio Frech,Peru,305,0,1,[],"@Giberita Esa sujeto @Vero_Mendoza_F , definitivamente consume aditivos ecológicos o se manda ""grandes aspiraciones"" y por ende ya quemó todas sus neuronas. Pro terruca por naturaleza; definitivamente!",-1
290,2021-01-25 15:34:21+00:00,Alberto Lopez,,528,0,1,[],@Vero_Mendoza_F @Hebesac23 ... y la ultraizquierda quiere empobrecer a los pueblos. Sus ideas NO sirven.,-1
291,2021-01-25 15:34:20+00:00,@kuenny sarmiento,"Trujillo, Peru",8,0,0,[],"@Vero_Mendoza_F Dijiste que Keiko representa violencia y autoritarismo...Es lo mismo que Maduro , Castro y Ortega ..cierto? Te quedaste sin lengua y hablaste tonterías cuando te preguntaron porque cambiar la Constitución..",-1
292,2021-01-25 15:33:45+00:00,Ricardo F.S.,"Miraflores, Peru",71,0,0,[],"@Vero_Mendoza_F Esta pobre mujer se quedó en que la revolución en Cuba fue lo mejor que les han pasado y aplaudía como foca a Chávez.... mire Sra como acabaron Cuba y Venezuela... eso no queremos en el Perú. Ya estamos rezagados versus otros países, y ud nos haría retrocede un siglo.",-1
293,2021-01-25 15:32:51+00:00,Fernando Gongora,,8,0,1,"['TerrorismoNuncaMas', 'IzquierdaMentirosa']","¿Algún profesor de economía para @Vero_Mendoza_F ?

#TerrorismoNuncaMas 
#IzquierdaMentirosa",-1
294,2021-01-25 15:32:50+00:00,Rosaluz,,554,0,1,[],@Reosencratz @Vero_Mendoza_F Y pensar que un país imperialista los tiene sometidos y nadie dice ni mu!!,1
295,2021-01-25 15:31:14+00:00,Mauricio,"Santiago de Surco, Peru",1358,1,1,[],"@Antonio_De_Amat Pásame la cuenta y yo le compro el pasaje (solo de ida) a @Vero_Mendoza_F en primera clase con tal que se largue a su amada Venezuela.
Así nos líbramos de esta seudo política que tanto daño quiere hacer al Perú.",-1
