indice,Fecha,Nombre,Ubicacion,Seguidores,Retweets,Favorito,Hashtags,Tweet,clasificacion
232,2021-01-22 22:56:00+00:00,Patricia ramos,"La Molina, Peru",189,0,0,[],@omarzev @George_Forsyth Quien nos quedaría para presidente?? Julio Guzmán,-1
233,2021-01-22 22:55:03+00:00,Amner Modesto Chávez,Huaraz,495,0,2,[],@KarlaCalle @RPPNoticias @George_Forsyth Seguro lo escribió su aapiii,-1
234,2021-01-22 22:53:40+00:00,Karla Calle,,31650,26,130,[],"@RPPNoticias Quien ha escuchado hablar a Forsyth @George_Forsyth sabe que esta columna NO LA HA ESCRITO ÉL. 
Sres. vendidos de RPP dejen de insultar nuestra inteligencia.",-1
235,2021-01-22 22:53:25+00:00,Karla Calle,,31650,29,95,[],"Quien ha escuchado hablar a Forsyth @George_Forsyth sabe que esta columna NO LA HA ESCRITO ÉL. 
Sres. vendidos de RPP dejen de insultar nuestra inteligencia. https://t.co/8YfEza1XvI",-1
236,2021-01-22 22:47:23+00:00,Fernando,"Lima, Perú",40,1,0,[],"@Charitocrema @George_Forsyth Así son. Los ""no manchados por la política"" según las pérfidas encuestas de IPSOS. Los imbéciles cierran los ojos mientras la prensa/TV basura y los que fungen de sanguijuelas de ese candidato esperan que una cortina de humo cubra esa denuncia.",-1
237,2021-01-22 22:46:07+00:00,Rocio Soldado,,846,0,11,[],"@canalN_ Porque hay medios de comunicación vendidos al poder del dinero, manipulan a la población poniéndolo en pantalla a cada rato. @George_Forsyth es un mediocre que funge de ""político"" y le hacen creer que tiene posibilidades de ganar, es payaso de los medios😡
@JNE_Peru @ONPE_oficial https://t.co/Xz2ywsW4me",-1
238,2021-01-22 22:38:47+00:00,Reynaldo,,21,0,1,[],"@George_Forsyth toda mi familia iba a votar por ti, pero estás con mayoría fujimorista en tu lista. NUNCA GANARÁS, YA PERDISTE por traición y por unirte a la basura política fujimorista, osea estás engañando al pueblo aliancista.",-1
239,2021-01-22 22:34:43+00:00,Shin,"Peru, Lima",2,0,0,[],"@George_Forsyth Yo también creo que detrás de él está su papá...
https://t.co/3wIMJUFuCD",-1
240,2021-01-22 22:32:54+00:00,Alejandro Sifuentes,,1065,0,3,[],"@RPPNoticias @George_Forsyth, no seas conchudo. Devuelvele la ropa a la foca Farfán, esa que le pediste prestada hace años para piratear los modelos.",-1
241,2021-01-22 22:28:18+00:00,Abcde,,10,0,0,[],"@ChavezMaximixe @Felix66817911 @VictoriaForzay @George_Forsyth @canalN_ @GustavoEscribe @AlfredoMTorres @patarevalo @mariano3vn @joaquinreyh Estaba pensando votar por Forzay, pero me preocupa q no asista a debates y evite entrevistas políticas, ojala acepte la entrevista que está proponiendo @ocram.",-1
242,2021-01-22 22:25:37+00:00,Cristóbal Müll,,25,0,0,[],"@GloriaMonteneg @George_Forsyth @elcomercio_peru Dile que le devuelva su maleta llena de ropa que le presto la Foquita. Solo fue un toque el préstamo, seguro ya la cachineaste.",-1
243,2021-01-22 22:19:25+00:00,Gino BASSO SOMBRIO,,0,1,2,[],"@KarlaCalle @George_Forsyth Este borrachin tiene sus manías, sino pregúntenle a la Foquita Farfán https://t.co/gEzmWwCtRA",-1
244,2021-01-22 22:09:05+00:00,Anngie,Peru,840,0,1,[],"@gvillasis Hello señor @George_Forsyth ahora se entiende de dónde tendrá recursos para su campaña, esto solo es el comienzo 🤮",-1
245,2021-01-22 21:50:15+00:00,Lucy Alarcón,Peru,151,0,4,[],"@omarzev @George_Forsyth Claro que tuvo que ver, Harold Forsyth está detrás del telón, el hijito no sabe no opina.",-1
246,2021-01-22 21:46:51+00:00,Visamor,,166,0,2,[],"@abelgilvonio @George_Forsyth Es lo mismo que he escuchado, que ""el blanco y nulo"" se encuentra primero en las encuestas.
Entonces, están hablando de Forzay?",-1
247,2021-01-22 21:41:19+00:00,Lalita,,0,0,0,[],@carceparo @SalitaSin @George_Forsyth Si si..... Jajajjajajaja jajajjajajaja sigue llorando,-1
248,2021-01-22 21:39:56+00:00,Sergio Villavicencio,,198,0,0,[],@abelgilvonio @mateospot @George_Forsyth Estrategia Igusl a la de Humala,-1
249,2021-01-22 21:38:47+00:00,Mariateguismo para un Nuevo Perú,,93,0,0,[],"A propósito de la denuncia de una docena de fujimoristas postulando con @George_Forsyth, recordamos que @NietoMontesinos , cabeza de su lista, en su momento fue el líder de Trinchera Roja (fracción del PCR). Hoy Jorge Nieto es comparsa del fujimorismo encaletado. https://t.co/zaKHsIhD4c",-1
250,2021-01-22 21:26:00+00:00,Antonio,"Taipéi, Taiwán",156,0,1,[],"@Suleony @ConvocaPe @George_Forsyth @ACTransparencia @ProeticaPeru @prop_ciudadana @GRADEPeru @WaykaPeru @Actua_Pe @larepublica_pe @jfowks Discrepo
Error es pasarse la luz roja, tomar alcohol y manejar es delito.",-1
251,2021-01-22 21:23:20+00:00,Boris Vian,,20,0,0,[],@Politica_ECpe @DelLoyola Uy @George_Forsyth ese fue un misil a la yugular. Síntomas de corrupción e incompetencia son las características de un pelotero que debió quedarse de pelotero,-1
252,2021-01-22 21:21:31+00:00,M. Jahir,Lima-Perú,108,0,0,[],"@adrianatudelag 🚨Victoria nacional y juntos por el Perú, son partidos de retroceso ante una sociedad. el primero no sabe ni donde están parados, pura improvisación que empieza desde su candidato @George_Forsyth y el segundo que representa al estilo Venezolano-Chavista con su modelo económico.🙄",-1
253,2021-01-22 21:19:26+00:00,MujeresGrones,,231,0,1,[],@Sarghyeto Asi debe ser... Estas leyendo @George_Forsyth... Esperamos que botes a @jferrari5,-1
254,2021-01-22 21:15:39+00:00,Yoko  Nagahata,Perù,70,0,0,[],@GloriaMonteneg @George_Forsyth @elcomercio_peru Corruptos,-1
255,2021-01-22 21:09:23+00:00,Virginia,,89,0,6,[],"@jostipi @omarzev @AgnessMcom @George_Forsyth ¿Topo, o caballo de Troya?",-1
256,2021-01-22 21:03:10+00:00,Abelardo,,5,0,10,[],@jgodoym @rmapalacios @ocram @George_Forsyth  apaaaa mira la Rosa María Palacios ta q me molesta 😖😖😖😖😖,-1
257,2021-01-22 21:02:55+00:00,feli guerra,"Lima, Peru",6666,3,21,[],@omarzev @AgnessMcom @George_Forsyth No lo dudo! También tiene derecho a seguir las indicaciones de su Api.,-1
258,2021-01-22 21:02:11+00:00,Joel max,,2,0,0,[],@George_Forsyth POR ESO HICISTE CASO A GUZMAN DESCEREBRADO TONTO..,-1
259,2021-01-22 21:01:08+00:00,Joel max,,2,0,0,[],@George_Forsyth EL CANDIDATO CHISTOSO Y BUFON..,-1
260,2021-01-22 21:00:13+00:00,Joel max,,2,0,1,[],"@George_Forsyth CHISTOSO DEJA EL PERU EN PAZ...ESTUDIA,,VENECOCHILENO",-1
261,2021-01-22 20:56:58+00:00,Leo,,85,0,0,[],@Caretas Por estar de mandilon de su hijito llorón @George_Forsyth.,-1
262,2021-01-22 20:53:04+00:00,Parabellum,,63,0,1,['ForsayNaranja'],"@abelgilvonio @George_Forsyth Poderoso caballero es Don Dinero 💰💰
La KONFIEP ya arregló TODO con su api 😠
#ForsayNaranja",-1
263,2021-01-22 20:51:00+00:00,Franco Vergara,,35,0,0,[],@rmapalacios Exagerados! El api de @George_Forsyth tiene derecho a defender a su polluelo.,-1
264,2021-01-22 20:50:53+00:00,Helba Cotillo,Lima,219,0,1,[],@GloriaMonteneg @George_Forsyth También que explique por qué se corre del debate igual que Keiko,-1
265,2021-01-22 20:49:34+00:00,Parabellum,,63,0,0,['ForsayNaranja'],"@omarzev @George_Forsyth Pero por supuesto!!! Su papi ya negoció con la KONFIEP el dinero para la campaña.
#ForsayNaranja",-1
266,2021-01-22 20:47:31+00:00,#VidaSiPetroleoNo,,73,0,0,[],"@WTthupa @GloriaMonteneg @George_Forsyth Le falta verde chacana, rojo humalista, naranja fujitapers",-1
267,2021-01-22 20:46:10+00:00,Saul Zeta,,11,2,2,[],@gvillasis @MadeleineOster3 Cómo este se quiere sr presidente y ya le salen estás cosas @George_Forsyth bueno a seguir investigando que seguro saldrán más cosas @atv_noticias @julianaoxenford,-1
268,2021-01-22 20:39:14+00:00,BLANCA ESTRELLA MUÑO,,149,0,0,[],"@ocram @George_Forsyth no puede ser, porque te involucras con los fujis, son lo peor.",-1
269,2021-01-22 20:35:27+00:00,Eliana A.🧼,"La Libertad, Perú",1954,0,3,[],"@abelgilvonio @George_Forsyth Es el candidato de las encuestas, no de la gente.",-1
270,2021-01-22 20:34:17+00:00,pepecayeta,,3,0,0,[],"@abelgilvonio @George_Forsyth ¡Acúsalo con tu papá, Yorch!",-1
271,2021-01-22 20:34:00+00:00,Victor Hugo,lima-peru,82,0,2,[],@jgodoym @rmapalacios @ocram El mudo @George_Forsyth sera el candidatos de los Caviares?? Ya q no da entrevistas desde el año pasado y los pseudos periodistas no les molesta... https://t.co/RnuklVLYLY,-1
272,2021-01-22 20:25:50+00:00,Lalita,,0,0,0,[],@carceparo @SalitaSin @George_Forsyth Jajajjajajaja pobre traumado..... Le dolió tanto lo del perro,-1
273,2021-01-22 20:21:33+00:00,Óscar Guardia del Águila,,143,0,2,[],@pacopini666 @sullama @gvillasis @George_Forsyth Por eso Forsyt sigue el camino de Fujimori.,-1
274,2021-01-22 20:20:01+00:00,MarCito Tu CoNseJeRo,"Lima, Peru",115,0,0,[],"@George_Forsyth Vergüenza  Nacional serás. Por que dejaste la muni de la victoria, dejaste a tu esposa, solo te dedicas dejar las cosas a medias. Venechilo das vergüenza. Mi Perú no te merece como presidente.",-1
275,2021-01-22 20:17:07+00:00,Ricardo Guzman,Peru,75,0,1,[],@abelgilvonio @George_Forsyth La mejor estrategia de forsaith es precisamente no decir nada. Pero no le servira de mucho al final,-1
276,2021-01-22 20:15:42+00:00,Ternurita,,12,0,0,[],@VictoriaForzay @George_Forsyth @canalN_ @GustavoEscribe @AlfredoMTorres @ChavezMaximixe @patarevalo @mariano3vn @joaquinreyh Que gran diferencia con Hernando de Soto. A George se le reconoce por que fue arquero creo que de la Alianza y medio tiempo de función como alcalde de la victoria a De Soto se le  reconocen sus vasta trayectoria como economista que asesoró a diferentes gobiernos de muchos países.,-1
277,2021-01-22 20:01:41+00:00,Claudio César Olaya,"Lima, Perú",715,0,0,[],"@abelgilvonio @George_Forsyth Pregunta a su papá, el mismo que le hizo creer a un club que era futbolista 🤣",-1
278,2021-01-22 19:57:03+00:00,YAKUMAN,,35,0,0,[],"@George_Forsyth  Forsyth CORRUPTO, IMPROVISADO que el papito le escribe lo que tiene q decir https://t.co/2tcuyZIlsb",-1
279,2021-01-22 19:54:06+00:00,Ana Alvarez,,552,0,6,[],"@omarzev @George_Forsyth Ese partido es un satélite del Fujimorismo nada más, no nos engañemos.",-1
280,2021-01-22 19:51:37+00:00,Felix,"Lima, Peru",38,1,3,[],@VictoriaForzay @George_Forsyth @canalN_ @GustavoEscribe @AlfredoMTorres @ChavezMaximixe @patarevalo @mariano3vn @joaquinreyh Por q George no habla. Su gran mérito es no hablar y correrse de los debates; con eso demuestra lo improvosado que es. Veremos si esa estrategia le sirve hasta el último.,-1
281,2021-01-22 19:50:20+00:00,Marifer,,143,1,2,[],@abelgilvonio @George_Forsyth Si habla pasa al último lugar y lo sabe.....,-1
282,2021-01-22 19:48:51+00:00,Marco Velazco,Lima Peru,182,0,1,['LuisCastañedaLossio'],@abelgilvonio @George_Forsyth Esto es tan #LuisCastañedaLossio.,-1
283,2021-01-22 19:46:00+00:00,Paco Pinillos,Trujillo - Perù,216,1,13,[],@sullama @gvillasis @George_Forsyth Fujimori contrato a un oficial (Montesinos) dado de Baja y juntos fueron los mas grandes Genocidas y Corruptos del Pais y tu votas x ellos,-1
284,2021-01-22 19:42:16+00:00,juanca,,304,1,0,[],@abelgilvonio @George_Forsyth Aplicará la táctica del mudo Castañeda?,-1
285,2021-01-22 19:40:35+00:00,RENE CUITO CAYO,,0,1,1,[],@hurgamemoriaPE @George_Forsyth Ese Forsay como siempre haciendose le cojudito.,-1
286,2021-01-22 19:39:25+00:00,Magico,"Lima, Peru",259,0,1,[],@Charitocrema @George_Forsyth que arquerito de quinta,-1
287,2021-01-22 19:36:42+00:00,bernardo ramirez,"Chorrillos, Peru",51,2,5,[],"@gvillasis Espero que esté informe sirva para darnos cuenta que @George_Forsyth, no es para nada una alternativa para ser presidente del Perú.",-1
288,2021-01-22 19:27:57+00:00,Fresitas,,18,0,0,[],@GloriaMonteneg @George_Forsyth Sra gloria es un topo,-1
289,2021-01-22 19:26:52+00:00,Manuel Escobar,"Nottingham, England",58,0,3,[],"@VictoriaForzay @joaquinreyh @George_Forsyth @canalN_ @GustavoEscribe @AlfredoMTorres @ChavezMaximixe @patarevalo @mariano3vn Bajo ese criterio a este paso en las próximas elecciones el puma Carranza será el próximo presidente , después Nicola porcella",-1
290,2021-01-22 19:25:11+00:00,Gonzalo Cobo,"Lima, Peru",644,1,1,[],"@abelgilvonio @jimmy703243001 @George_Forsyth ese es el secreto de su éxito, ¿viste que el domingo entrevistaron a nieto montesino? forsai calladito",-1
291,2021-01-22 19:22:52+00:00,Juan Carlos,,255,0,0,[],Justamente se trata de los sets faranduleros donde el hijito de papi @George_Forsyth hace sus cantinflescos numeritos https://t.co/mgF5yaFaxo,-1
292,2021-01-22 19:21:27+00:00,Eduardo Quispe .B 🎈,"Lima, Peru",111,0,0,[],@VictoriaForzay @joaquinreyh @George_Forsyth @canalN_ @GustavoEscribe @AlfredoMTorres @ChavezMaximixe @patarevalo @mariano3vn Llevando al congreso a 12 Fujimoristas 🤷🏻‍♂️ cómo se llama la obra ?,-1
293,2021-01-22 19:13:14+00:00,Fernando Silva,"Orem, UT  USA",60,0,1,[],"@VictoriaForzay @joaquinreyh @George_Forsyth @canalN_ @GustavoEscribe @AlfredoMTorres @ChavezMaximixe @patarevalo @mariano3vn Osea los q van a votar por uds ya no creen en la política? Y pq entonce Forzay se ha metido a la política, a reclutado políticos reciclados de otros partidos para hacer una candidatura último momento? Por lo menos tengan coherencia con lo q escriben en sus tweets no?",-1
294,2021-01-22 19:12:25+00:00,Nevski villalobos,Lima,147,0,1,[],"Sólo hay que mirar unos meses atrás y ver que cuando estuvo de alcalde no hizo algo sobresaliente, ni siquiera planifico la estrategia de prevención para las fiestas de diciembre y por supuesto gamarra exploto solo salio del cargo sin un plan de continuidad. No a @George_Forsyth https://t.co/XHDM6ql3TK",-1
295,2021-01-22 19:00:06+00:00,Heras,,2,0,1,[],"@Juli3103vs @George_Forsyth Lo decía por un presidente cualquiera, no por ese candidato, que su principal defecti no es que sea mudo sino que no tenga nada en el cerebro más que tácticas peloteras. Bueno que habrá la boca o escriba algo más para saber ,si no, no pasa",-1
296,2021-01-22 18:59:29+00:00,El Plebeyo,,8825,0,0,[],@abelgilvonio @George_Forsyth Es pituco pe. Ya eso le 10 punto de arranque en los medios de comunicación.,-1
297,2021-01-22 18:55:45+00:00,Max Prieto,Callao,399,1,1,[],@George_Forsyth 🤡 https://t.co/2LPicJj4Ay,-1
298,2021-01-22 18:50:20+00:00,Mario NP,,9,0,0,[],"@abelgilvonio @George_Forsyth Si habla cae 5 puntos. Lo suyo es comer chicharrón, caminar saludando, tomar jugo en mercado y dejar que los demás se destripen solitos...",-1
299,2021-01-22 18:41:08+00:00,karin,,134,0,1,[],@KarlaCalle @munilavictoria @George_Forsyth Imagínate que haría con el 🇵🇪!!!! Esto es una broma payaso 🤡 @George_Forsyth,-1
300,2021-01-22 18:40:33+00:00,locotapahueco..,"villa el salvador , lima",138,0,0,[],@GloriaMonteneg @George_Forsyth @elcomercio_peru Ese payaso ya fue esta con la sra k tiene a 10 ex fujimorista en su lista no pasa nada,-1
301,2021-01-22 18:38:45+00:00,Patricia,,789,0,2,[],@heyjeans @ISialer @uterope @George_Forsyth  te me caíste!! Eres Fujimorista camuflado!!! Estas llevando gente de Keiko luego te dejan y se van con Fuerza Popular,-1
302,2021-01-22 18:36:18+00:00,locotapahueco..,"villa el salvador , lima",138,0,0,[],Por eso que le estan haciendo creer en los medios que el esta primero quieren meterlo como sea la sra k ah mndado a su gente com varios partido con cuidado con eso.. @George_Forsyth es uno de ellos https://t.co/bT07rv8erX,-1
303,2021-01-22 18:31:39+00:00,Tony Valdivia,,1,0,0,[],@George_Forsyth Porque hay tantos fujimoristas en su partido?,-1
304,2021-01-22 18:27:51+00:00,Paul Acevedo,Trujillo- Perú,599,0,0,"['LaLibertad', 'Trujillo']",#LaLibertad #Trujillo. Exfujimoristas son reclutados por @George_Forsyth y ahora postulan por su partido al Congreso. @TrujiYo @eloymarchan @julianaoxenford @MilagrosLeivaG @esquinabaja https://t.co/yBuQBnXWBo,-1
305,2021-01-24 02:20:56+00:00,Giuseppe Richetti,,69,0,0,[],@Luccio_lpx @robert_stop @George_Forsyth 1000 veces Forsyth que la señora KK,1
306,2021-01-24 00:57:29+00:00,Sonia Garcia,,4,0,1,[],@Luccio_lpx @George_Forsyth Yo voy a votar por Harold Forsyth.,1
307,2021-01-23 23:26:19+00:00,JUAN ORION,Washington DC - Lima Peru,166,0,1,[],"@GeneralDelAire1 @RPPNoticias El señor @George_Forsyth tiene razón, este gobierno provisional de @FSagasti está con los brazos cruzados en este asunto y en otros casos. La segunda ola del covid 19 se cierne sobre el país y su inacción y lentitud dejan mucho que desear!",1
308,2021-01-23 23:25:21+00:00,JUAN ORION,Washington DC - Lima Peru,166,0,1,[],"@RPPNoticias El señor @George_Forsyth tiene razón, este gobierno provisional de @FSagasti está con los brazos cruzados en este asunto y en otros casos. La segunda ola del covid 19 se cierne sobre el país y su inacción y lentitud dejan mucho que desear!",1
309,2021-01-23 23:05:24+00:00,Marianella Vargas,,117,0,2,[],Toma mientras @George_Forsyth @VictoriaForzay 🙊 https://t.co/Bn1mQ5RZtc,1
310,2021-01-23 23:01:05+00:00,Edgar Preciado,,96,0,0,[],@Luccio_lpx @George_Forsyth Lamentablemente los demás están peor!,1
311,2021-01-23 21:59:51+00:00,Luis Estrada,,10,0,0,[],@George_Forsyth Es importante un reconocimiento a los combatientes peruanos en la Guerra del Cenepa. Tenerlo presente cuando sea presidente.,1
312,2021-01-23 17:02:23+00:00,Jhon Perez,"La Molina, Peru",42,0,0,[],"@Luccio_lpx @George_Forsyth X q quien votamos entonces, Keiko? Acuña? No mo mejor x Urresti? Ummmm Ollanta? No jodas, si alguien m va volver joder? Q sea alguien q no conocía bien, así al menos puedo dormir..... No jodas...",1
313,2021-01-23 16:57:45+00:00,victor prada cotrina,,195,0,0,[],@MaritaLozano3 @makbernuy @Luccio_lpx @George_Forsyth Amiguita bella!!esta vez los dinosaurios ya se tiene q extinguir!👍👍,1
314,2021-01-23 16:07:00+00:00,Victoria Nacional - Forzay Presidente,,64,5,10,[],"@George_Forsyth  en @RPPNoticias  sobre cómo enfrentar en el Perú la Pandemia por Covid-19 

¡Vamos rumbo a la Victoria Nacional!

https://t.co/2Xnj607gDT

@ChavezMaximixe @joaquinreyh @NietoMontesinos  @jferrari5  @patarevalo @CespedesAgnies @risi_juan @AsceliRabasa10",1
315,2021-01-23 15:41:24+00:00,IGS,,33,0,2,[],"@Luccio_lpx @George_Forsyth Lo mismo digo como carajo pueden votar por Julito, Acuña y Keiko.",1
316,2021-01-23 15:39:36+00:00,Marucha Fina,"Lima, Peru",7230,1,1,[],@PradaCotrina @makbernuy @Luccio_lpx @George_Forsyth Obviamente 🙄 amiguito lindo!,1
317,2021-01-23 15:28:53+00:00,Juan Malpartida,"Callao, Peru",17,1,1,[],"Para los chalacos @George_Forsyth  es el número
UNO porque es un líder que camina con 
el pueblo, que está dispuesto a escuchar y
resolver las necesidades del Perú y el Callao. https://t.co/RiRWr7NWuK",1
318,2021-01-23 15:08:46+00:00,Marucha Fina,"Lima, Peru",7230,0,2,[],@LuzmitadelMar @Luccio_lpx @pattyromero11 @George_Forsyth 👍✅,1
319,2021-01-23 14:40:19+00:00,Jorge Pari,,111,0,0,[],"@GHERALDANTONIO @contracultural @George_Forsyth @CancilleriaPeru ATENCIÓN: los partidos golpistas se la tienen tramada, Forzay, Keiko, DeSoto, Urresti, Acuña son lo mismo. Y ahora Salaverry está usando a Vizcarra xa asegurarse. Vizcarra cayo en el juego. Si sale el Moradito se les acaba la fiesta de 30 años a los corruptos.",1
320,2021-01-23 14:35:30+00:00,Jorge Hilares Barros,,17,0,0,[],"@George_Forsyth 🔔 Muy pronto abriremos la base en el Distrito el Agustino, barrio querido donde toda la militancia apoyará a Forzay",1
321,2021-01-23 14:32:40+00:00,@PiscoSour.pe2 ÒwÓAlva,,280,0,1,[],"@sultandeoman @Luccio_lpx @JeremyM65968984 @George_Forsyth @JorgeMunozPe Ajá muy inteligente respuesta y lógica. 

Ese es un gran ejemplo del partido que juegan las encuestas 🤜🏻🤛🏻.

Pero ya poco a poco la nuevas generaciones no creerán más en ello",1
322,2021-01-23 14:26:06+00:00,Jorge Pari,,111,0,0,[],"@Luccio_lpx @George_Forsyth ATENCIÓN: los partidos golpistas se la tienen tramada, Forzay, Keiko, DeSoto, Urresti, Acuña son lo mismo. Y ahora Salaverry está usando a Vizcarra xa asegurarse. Vizcarra cayo en el juego. Si sale el Moradito se les acaba la fiesta de 30 años a los corruptos.",1
323,2021-01-23 13:27:24+00:00,Catalina Quinto 📝,Lima-Perù,14988,0,6,[],"@daveparedesm @RPPNoticias @George_Forsyth Se invitó a todos los candidatos, David. No existe ""ningún apoyo descarado"".",1
324,2021-01-23 12:01:24+00:00,ynes,,15,0,1,[],"@Luccio_lpx @George_Forsyth Cuál es tu problema Forsay de 37 años tiene más 3 empresas, fue regidor, 2 veces alcalde,  trabaja desde los 17 años, no le teme a las mafias. Es un trabajador 24 horas, y si ese es mi perfil, q mi presidente sea chamba. No uno q crítica cuando no ha ganado nada.",1
325,2021-01-23 05:02:45+00:00,CHANO BARRANC0,,6,0,0,[],@omarzev @George_Forsyth Dejalos que igual ganará en primera vuelta,1
326,2021-01-23 04:28:17+00:00,Luis Estrada,,10,0,0,[],"@joaquinreyh @USMPFraternidad @patarevalo @George_Forsyth @NietoMontesinos Favor hay que tener mucho cuidado declaraciones como legalizar la marihuana, mientras policías y FFAA combaten el narcotráfico y narcoterrorismo y dan la vida. Tenemos un candidato que promueve el deporte. Favor explotemos eso.",1
327,2021-01-23 02:53:04+00:00,Somos La Mayoría,Peru,1137,0,0,[],"@2021canalN @canalN_ @MavilaHuertasC @George_Forsyth 
Nadie dice que los candidatos tengan que ser cómicos ambulantes, pero un poco de carisma tampoco vienen mal https://t.co/8sBtKip5kG",1
328,2021-01-23 02:40:20+00:00,Raul 12 Oficial,Perú,63,0,0,['LibertadLoDemasEsFloro'],"@MavilaHuertasC ganandose los frejoles demoliendo a @George_Forsyth .

Continua el plan para el Vero Vs Keiko. 

Sinvergüenzas 

#LibertadLoDemasEsFloro",1
329,2021-01-23 01:08:35+00:00,Revolución,,0,0,0,[],@George_Forsyth hola george por favor urge seguridad ciudadana los venezolanos han incrementado la inseguridad ciudadana  que eso sea tu primer cambio si llegas a la presidencia y expulses a los venezolanos y cierres las fronteras,1
330,2021-01-23 01:07:26+00:00,Patricia ramos,"La Molina, Peru",189,0,0,[],@omarzev @George_Forsyth Peor votar por Keyko. Ella está bajándose a Forzyth,1
331,2021-01-23 01:00:55+00:00,Bor,,139,0,0,[],"Yo me pregunto porque tenemos que pagar un impuesto de 3 años por tener un auto nuevo, que congresista no toma esto y elimina este impuesto que es una sacada de plata para nada @George_Forsyth acá están los votos.",1
332,2021-01-22 23:35:40+00:00,Nampitze,,752,0,3,[],"@omarzev @George_Forsyth George,es el plan B!",1
333,2021-01-22 23:06:25+00:00,alejandro.peru2020,,0,0,0,[],@abelgilvonio @George_Forsyth Bueno Forzay y Guzmán son buenas opciones en lugar de TU VAGA VERONICA MENDOZA https://t.co/U1iczWGf7O,1
334,2021-01-22 22:16:11+00:00,Jorge Chávez Alvarez,LIMA - PERU,2012,0,1,[],@Felix66817911 @VictoriaForzay @George_Forsyth @canalN_ @GustavoEscribe @AlfredoMTorres @patarevalo @mariano3vn @joaquinreyh Hay momento para escuchar y hay momento para debatir. No desesperes!,1
335,2021-01-22 20:49:23+00:00,Susana León y Velásquez,España Londres,1542,0,0,[],"@tonymalka @ConvocaPe @George_Forsyth @ACTransparencia @ProeticaPeru @prop_ciudadana @GRADEPeru @WaykaPeru @Actua_Pe @larepublica_pe @jfowks El der humano es incoherente por naturaleza. Y en ella radica su grandeza
La coherencia viene de aprendrr de los errores y jamás volverlo hacer don perfecto",1
336,2021-01-22 20:33:52+00:00,santiago lopez,"Surco, Lima",97,0,2,[],"@abelgilvonio @George_Forsyth Tiene la estrategia zen de la inmovilidad. Deja que los otros se desgasten, mientras el silenciosamente se fortalece",1
337,2021-01-22 19:55:30+00:00,Jose Prado,,7,0,0,[],@abelgilvonio @George_Forsyth Yo prefiero que salga cualquiera menos un populista como uresti o ninguna de izquierdas empobrecedora,1
338,2021-01-22 18:36:51+00:00,Julissa V. 💙💙💙,"Lima, Peru",389,0,1,[],"@Heras14778330 @George_Forsyth Claro eficientemente, como en La Victoria.",1
339,2021-01-22 18:00:20+00:00,Manuel Del Águila,"Lima, Peru",1173,3,8,['El15TeConecta'],"Vamos con FORZAY y mucha fuerza por un Perú más unido y mejor conectado, con internet satelital para las zonas rurales y pueblos alejados.
Este 11 de abril marca las campanas 🔔 🇵🇪 de Victoria Nacional y escribe el 15 de Manuel Del Águila.
@George_Forsyth 

#El15TeConecta https://t.co/LuLFpEOw5I",1
340,2021-01-22 17:35:38+00:00,Pepita,"Huaraz, Peru",176,0,0,[],"@Catitax @George_Forsyth @VictoriaForzay Porque es churro!!!!
😂",1
341,2021-01-22 17:33:20+00:00,R4T0NF1NT4,Germany,92,0,0,[],@Catitax @George_Forsyth @VictoriaForzay Porque las encuestas lo ponen primero y lo justifican con la publicidad en los medios de comunicacion.,1
342,2021-01-22 17:32:10+00:00,Catia Gutiérrez,Perú,14431,0,2,[],"El análisis de los factores que llevaron a @George_Forsyth de @VictoriaForzay a liderar las encuestas de intención de voto en esta contienda, por lo menos hasta el momento...👇🏼 https://t.co/yPhmX7Vdxv",1
343,2021-01-22 17:29:43+00:00,marlon guerrero soto,,11,0,0,[],@LalaFernanU @GloriaMonteneg @emontezumas @George_Forsyth @elcomercio_peru Y aun así es mejor que cualquier gobierno de izquierda,1
344,2021-01-21 15:08:18+00:00,Jose,,4,0,0,[],"@Moshaco @MiliArellano @George_Forsyth Perfecto, ahora se lleva mi voto. Fujimorismo y aprismo nunca mas",1
345,2021-01-20 23:03:12+00:00,Augusto Loarte,,0,0,0,[],"@mariano3vn @George_Forsyth @Caretas Nuestros policías están abandonados a su suerte, sin el respaldo de las autoridades, tiene mi voto para lograr más apoyo a la PNP.",1
346,2021-01-19 20:33:34+00:00,Sofia Villalobos,,1,0,0,[],"@mariano3vn @ucinoticias_pe @George_Forsyth Con ustedes tendremos un mejor País, mi voto esta con usted.",1
347,2021-01-22 18:24:59+00:00,Tunico Mariachi,,26,0,0,[],@abelgilvonio @George_Forsyth Tan viejonazo y creyendo en las encuestas .... ah verdad que eres rojo..,-1
348,2021-01-22 18:24:33+00:00,Renzo Gustavo 😼,,97,0,0,[],@abelgilvonio @George_Forsyth Está recibiendo capacitación de su viejo,-1
349,2021-01-22 18:23:24+00:00,Heras,,2,0,0,[],"@SilvanaCastagn5 @George_Forsyth A si que bacán, entonces me inclina la balanza a su favor.",1
350,2021-01-22 18:22:35+00:00,Luis Alberto Vidal Soriano,,0,0,0,[],"@diariocorreo @George_Forsyth tu nos quieres ver la cara de tontos a nosotros tienes en tu partido a 12 ex fujimoristas GianMarvo Quezada, Yennifer Catalan C., Patricia Arevalo que es tu 1ra. Viceministra y el Peor de todos Marvin Bancayan F.  con 13 sentencias obligatorias civiles.",-1
